,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
23,Derailment of Amtrak Passenger Train 188,2015-05-12T04:00:00Z,40.000235,-75.091619,Closed,,,,,,,,"<div>​​About 9&#58;21 p.m. eastern daylight time on May 12, 2015, eastbound Amtrak (National</div><div>Railroad Passenger Corporation) passenger train 188 derailed at milepost 81.62 in Philadelphia,&#160;</div><div>Pennsylvania. The train had just entered the Frankford Junction curve—where the speed is&#160;</div><div>restricted to 50 mph—at 106 mph. It was dark and 81°F with no precipitation; visibility was&#160;</div><div>10 miles. As the train entered the curve, the locomotive engineer applied the emergency brakes.&#160;</div><div>Seconds later, the train—one locomotive and seven passenger cars—derailed. There were&#160;</div><div>245 passengers, 5 on-duty Amtrak employees, and 3 off-duty Amtrak employees on board. Eight&#160;</div><div>passengers were killed, and 185 others were transported to area hospitals.&#160; &#160; &#160; &#160;&#160;<br><br></div>","<p>We determined that the probable cause of the accident was the engineer’s acceleration to 106 mph as he entered a curve with a 50 mph speed restriction, due to his loss of situational awareness likely because his attention was diverted to an emergency situation with another train. Contributing to the accident was the lack of a positive train control system.&#160; Contributing to the severity of the injuries were the inadequate requirements for occupant protection in the event of a train overturning.</p><p><br></p>","<p>​We made&#160;recommendations to Amtrak, the Federal Railroad Administration, the American Public Transportation Association, the Association of American Railroads, the Philadelphia Police Department, the Philadelphia Fire Department, the Philadelphia Office of Emergency Management, the mayor of the city of Philadelphia, the National Association of State EMS (Emergency Medical Services) Officials, the National Volunteer Fire Council, the National Emergency Management Association, the National Association of EMS Physicians, the International Association of Chiefs of Police, and the International Association of Fire Chiefs.​</p><p><br></p>",,,,,,,,,,,,,,
24,"Railroad Accident Brief: BNSF Railway Crude Oil Unit Train Derailment, Heimdal, North Dakota",2015-05-06T04:00:00Z,47.754651,-99.43553,Closed,,,,,,,,"​On May 6, 2015, at 7&#58;21 a.m. central daylight time, a BNSF Railway (BNSF) crude oil unit train derailed six cars (81 through 86) near Heimdal, North Dakota.&#160;The train, consisting of three locomotives, two buffer cars, and 107 loaded tank cars carrying crude oil, was operating at 45 mph when the cars derailed. The train separated after a broken wheel on the 81st car struck the leading edge of the highway-rail grade crossing at milepost 149.01. A mark on the track structure at milepost 153.87 indicated that the broken wheel could not maintain its normal position on the rail at that point and the derailment sequence began. The momentum of the train pulled the 81st car and the following five cars off the track. Five of the derailed tank cars breached and released about 96,400 gallons of crude oil, which fueled a fire about 1 mile east of Heimdal.&#160;About 30 people were evacuated from Heimdal and the surrounding area due to the smoke plume that extended north. At the time of the accident, the sky was overcast and the temperature was 57°F. BNSF estimated damage at $5 million.<br><br>",<p>​We determined&#160;that the probable cause of this derailment was failure of a wheel on the 81st tank car due to a vertical split rim.<br><br></p>,"<p>​We made recommendations to the Federal Transit Administration, and the Association of American Railroads.​<br><br></p>",,,,,,,,,,,,,,
25,Southwestern Railroad Collision,2015-04-28T04:00:00Z,33.270444,-104.425544,Closed,,,,,,,,"<div>​​On April 28, 2015, at 6&#58;23 a.m. mountain daylight time, a westbound Southwestern Railroad (Southwestern) freight train with nine locomotives and 79 cars collided with Southwestern’s Roswell Local standing freight train. The striking train traveled through a switch that was in the reverse position at the east end of Chisum siding just south of Roswell, New Mexico. The two crewmembers on the lead locomotive of the striking train jumped before&#160;impact. The engineer died, and the conductor was seriously injured. Nine locomotives derailed from the striking train. Two locomotives and three empty hopper cars derailed from the standing train. Southwestern, which owned both trains, estimated the damage at $2.01 million. Sunrise was at 6&#58;14 a.m.—9 minutes before the accident; visibility was 10 miles.&#160;</div><p>​<br></p>",<p>​We determined ​that the probable cause of the accident was that the conductor of the Roswell Local train failed to return the switch for main track movement because he was fatigued. Contributing to the accident was that the striking train crew did not perceive the misaligned switch in non-signaled territory in time to avoid the collision.​<br><br></p>,<p>We made new recommendations to the Federal Railroad Administration and also&#160;reiterated recommendations to the ​Federal Railroad Administration<br><br></p>,,,,,,,,,,,,,,
26,Railroad Switching Services Employee Fatality,2015-04-03T04:00:00Z,34.2285311,-91.9516474,Closed,,,,,,,,"​​On April 3, 2015, at 9&#58;23 p.m. central daylight time, a Railroad Switching Services (RSS)<div>crew—a locomotive operator and a ground person—was moving 34 railroad cars onto yard track 4 at the Evergreen Packaging plant in Pine Bluff, Arkansas. After moving the train about</div><div>three car-lengths without receiving radio commands from the ground person, the operator stopped the train and disembarked. He found the ground person under the ninth car. The ground person died at the scene.&#160; &#160; &#160;</div><div><br></div>",<p>We ​​determined that the probable cause of the accident was the switching crew’s failure to establish the required safety protections before the ground person stepped between the railcars. Contributing to the accident was the minimal plant railroad safety oversight exercised by the Federal Railroad Administration. ​<br></p><p><br></p>,<p>We issued safety recommendations to the Federal Railroad Administration and the Occupational Safety and Health Administration.&#160; ​​​<br><br></p>,,,,,,,,,,,,,,
27,CSX Transportation Employee Struck by Remote Control Locomotive,2015-04-01T04:00:00Z,37.58178,-77.47863,Closed,,,,,,,,"​​On April 1, 2015, about 2&#58;51 a.m., CSX Transportation (CSX) train Y391-31, operating<div>with a remote control locomotive (RCL), struck and killed a CSX employee (carman) who walked&#160;</div><div>in front of it as it moved through the south end of yard switch N02, in remote control zone&#160;</div><div>(RCZ) 91, of the Acca Yard in Richmond, Virginia. The point of impact was estimated to be in the gage of the rails at the N02 switch points. About the time of the accident, the sky was clear with 10 miles visibility, temperature was 48°F, and wind was from the north at 22 miles per hour (mph) gusting up to 29 mph.<br></div><div><br></div>",<p>​​We determined that the probable cause of the accident was the CSX Transportation lead carman’s failure to use safe practices for walking in the train yard when he moved into the path of train Y391-31 for unknown reasons. Contributing to the accident was the failure of the two carmen to conduct a thorough job briefing before starting a new assignment.​​</p><p><br></p>,<p>W​e reiterated&#160;safety recommendations to the Federal Railroad Administration.&#160;<br></p><p><br></p>,,,,,,,,,,,,,,
28,Highway-Railroad Grade Crossing Collision,2015-02-03T05:00:00Z,41.0862756,-73.7880329,Closed,,,,,,,,"​​On February 3, 2015, at 6&#58;26 p.m. eastern standard time, a 2011 Mercedes Benz ML350<div>sport-utility vehicle driven by a 49-year-old woman, traveled northwest on Commerce Street in&#160;</div><div>Valhalla, New York, toward a public highway-railroad grade crossing on the Harlem Subdivision&#160;</div><div>of the Metro-North Railroad. Traffic on Commerce Street was heavy and congested when the&#160;</div><div>driver turned northeast and entered the boundary of the highway-railroad grade crossing and&#160;</div><div>stopped.1 The highway-railroad grade crossing consisted of two highway lanes (one for each&#160;</div><div>direction) and two railroad tracks, and was equipped with reflectorized pavement markings,
</div><div>advance warning signs, flashing lights, and gates. The driver moved beyond the highway-railroad&#160;</div><div>grade crossing boundary (stop line) and stopped adjacent to the railroad tracks. The grade crossing warning system activated and the gate came down, striking the rear of her vehicle. She then exited her vehicle and examined the gate. The driver then returned to her vehicle and moved forward on to the tracks. Meanwhile, Metro-North Railroad passenger train 659, consisting of eight passenger railcars, traveled north and approached the highway-railroad grade crossing at a speed of 59 miles per hour. The engineer from train 659 activated the train’s emergency brakes about 260 feet before the highway-railroad grade crossing and collided with the sport-utility vehicle at a recorded speed of 51 miles per hour.<br><br></div><div>The train and the sport-utility vehicle continued northbound, resulting in the damage of the&#160;</div><div>electrified third rail on the west side of the track. The third rail detached, pierced the sport-utility&#160;</div><div>vehicle, and then entered the railcar. The train and the sport-utility vehicle came to rest about&#160;</div><div>665 feet from the point of collision. An estimated 343 feet of third rail penetrated the first&#160;</div><div>passenger railcar.<br><br>
</div><div>Metro-North Railroad estimated 645 passengers were onboard train 659 at the time of the&#160;</div><div>accident. Five passengers died and nine passengers and the engineer were injured, all in the lead&#160;</div><div>railcar. The driver of the sport-utility vehicle also died.&#160; &#160; &#160; &#160; &#160; &#160; &#160; &#160; &#160; &#160; &#160;
<br><br></div>","<p>We&#160;​determined&#160;that the probable cause of the accident was the driver of the sport-utility vehicle, for undetermined reasons, moving the vehicle on to the tracks while the Commerce Street highway-railroad grade crossing warning system was activated, into the path of Metro-North Railroad train 659. Contributing to the accident was the driver of the sport-utility vehicle&#58; (1) stopping beyond the stop line, within the boundary of the highway-railroad grade crossing, despite warning signs indicating the approach to the grade crossing; and (2) reducing the available time to clear the grade crossing by exiting the vehicle after the grade crossing warning system activated because the driver’s attention was diverted by the grade crossing warning system crossing gate arm striking her vehicle. Contributing to the severity of the accident was the third rail penetrating the passenger compartment of the lead passenger railcar and the postaccident fire.<br></p><p><br></p>","<p>​As a result of its investigation of this accident, the NTSB issued safety recommendations to the Federal Transit Administration, the Metro-North Railroad,&#160;​​the Long Island Rail Road, National Railroad Passenger Corporation, Port Authority Trans-Hudson Corporation, and Southeastern Pennsylvania Transportation Authority,&#160; &#160;​the state of New York Department of Transportation, and the town of Mount Pleasant, New York.&#160;&#160;</p><p>​<br></p>",,,,,,,,,,,,,,
29,WMATA Smoke and Electrical Arcing Accident,2015-01-12T05:00:00Z,38.884886,-77.0216,Closed,"​WMATA Smoke and Electrical Arcing Accident in Washington, DC",,,,,,,"​On January 12, 2015, at 3&#58;15 p.m. eastern standard time, Washington Metropolitan Area Transit Authority (WMATA) southbound Yellow Line train 302, with about 380 passengers on board, stopped after encountering heavy smoke in the tunnel between the L’Enfant Plaza station and the Potomac River bridge in Washington, DC.&#160;<div><br></div><div>The operator of train 302 told the Rail Operations Control Center (ROCC) that the train was filling with smoke and he needed to return to the station. The WMATA ROCC allowed train 510, following train 302, to enter the L’Enfant Plaza station, which also was filling with smoke. Train 302 was unable to return to the station before power to the electrified third rail, which supplied the train’s propulsion power, was lost. Some passengers on train 302 evacuated the train on their own, and others were assisted in evacuating by first responders from the District of Columbia Fire and Emergency Medical Services Department (FEMS).&#160;</div><div><br></div><div>​As a result of the accident, 91 people were injured, including passengers, emergency responders, and WMATA employees, and one passenger died. WMATA estimated the total damages to be $120,000.<br><br></div>",<p>​We determined that the probable cause of the Washington Metropolitan Area Transit Authority L’Enfant Plaza station electrical arcing and smoke accident was a prolonged short circuit that consumed power system components resulting from the Washington Metropolitan Area Transit Authority’s (WMATA) ineffective inspection and maintenance practices. The ineffective practices persisted as the result of (1) the failure of WMATA senior management to proactively assess and mitigate foreseeable safety risks and (2) the inadequate safety oversight by the Tri-State Oversight Committee and the Federal Transit Administration. Contributing to the accident were WMATA’s failure to follow established procedures and the District of Columbia Fire and Emergency Medical Services Department’s being unprepared to respond to a mass casualty event on the WMATA underground system.​<br><br></p>,"<p>​As a result of its investigation of this accident, the NTSB issued&#160;safety recommendations to the Federal Transit Administration, the mayor of the District of Columbia, the District of Columbia Office of Unified Communications, the District of Columbia Fire and Emergency Medical Services Department, and the Washington Metropolitan Area Transit Authority.​<br><br></p>",,,,,,,,,,,,,,
30,National Passenger Rail Corporation Maintenance-of-Way Employee Fatality,2014-10-29T04:00:00Z,42.082928,73.920491,Closed,,,,,,,,"​​On October 29 , 2014, at 10&#58;56 a .m. eastern daylight time , National Railroad Passenger<div>Corporation (Amtrak) train A280 struck and killed an Amtrak signal helper. Earlier that morning,
</div><div>the Amtrak employee had provided protection for a contractor who was installing cable earlier
</div><div>near milepost 100.9 in Clermont, New York. 1 At the time of the accident, the sky was overcast
</div><div>with occasional rain; the temperature was 58° F. There were 128 passengers on board the train.
</div><div>An engineer and an engineer who was qualifying for a new territory were in the locomotive cab;
</div><div>a conductor and an assistant conductor were in the passenger cars. No one on the train was
</div><div>injured.&#160;
<br><br></div>",<p>​We&#160;​determined&#160;the probable cause of the accident was that the signal helper was occupying main track 1 without securing on track protection.<br><br></p>,"<p>​​Since 2008 the NTSB has issued many safety recommendations addressing the safety of roadway workers on or near the tracks. These recommendations address a wide range of issues, including&#58;</p><ul><li>​Enhanced job briefings before each shift (for example, increased hazard recognition and risk mitigation)</li><li>Implementation of technology to alert roadway workers of the presence of trains</li><li>Evaluation of dispatching systems and the addition of safety redundancies to those systems</li><li>Providing redundant signal protection, such as shunting</li><li>Promotion of awareness and prevention of alcohol and drug abuse by roadway workers</li><li>Revisions to roadway worker protection procedures on freight and transit lines</li></ul>",,,,,,,,,,,,,,
31,Collision between two Arkansas and Missouri Railroad Trains,2014-10-16T04:00:00Z,35.858934,-94.10975,Closed,,,,,,,,"​On Thursday, October 16, 2014, at 10&#58;25 a.m. central daylight time, a northbound Arkansas &amp; Missouri Railroad Company (A&amp;M) work train locomotive (work train) collided with a stopped southbound A&amp;M excursion train at milepost (MP) 368.25 in Brentwood, Arkansas.&#160;The excursion train stopped because it had lost track adhesion and was not able to move up the 1.1 percent grade. The work train traveled north to rescue the stopped excursion train and collided with the excursion train. The work train’s speed at impact was about 24 mph. Thirty-nine passengers and four A&amp;M employees were transported to local hospitals and medical centers with non-life-threatening injuries. One of the damaged passenger cars released about 40 gallons of diesel fuel from a generator fuel tank, but the fuel did not ignite. The A&amp;M estimated the damages at $178,500. At the time of the collision the wind was calm with scattered clouds, and the temperature was 66°F.<br><br><div>Watch initial media briefing on <a href=""http&#58;//youtu.be/LqWCnL8e_YM"">NTSB YouTube</a><div>
<div>
   <br>
</div><div><iframe width=""560"" height=""315"" src=""https&#58;//www.youtube.com/embed/LqWCnL8e_YM"" title=""YouTube video player"" frameborder=""0"" allowfullscreen=""""></iframe>
   <br>
</div></div></div><div>​<br></div>",<p>​We determined that the probably cause of the accident was the failure of the work train crew to comply with the restricted speed requirement that limited train speed to no more than 20 mph and their failure to be prepared to stop within one-half the range of vision when approaching the stropped excursion train.&#160; Contributing to the accident were the informal communications of the train dispatcher and both train crews.&#160; ​​​​​<br><br></p>,,,,,,,,,,,,,,,
32,Employee Switching Fatality,2014-10-08T04:00:00Z,38.827557,-104.830784,Closed,,,,,,,,"<div>​On October 8, 2014, at 12&#58;30 p.m. mountain daylight time, a BNSF Railway (BNSF) conductor died while BNSF local train L PWR0223 8 I was pulling nine railroad cars on an industry track on the Pikes Peak Subdivision near Colorado Springs, Colorado.&#160;The weather was&#160;clear, with light winds and a temperature of 64°F.<br></div><div><div><br></div></div>",<p>​We&#160;​determined​​&#160;that the probable cause of the accident was the conductor leaving cars on track 813 with insufficient clearance to the adjacent track and then instructing the engineer to move the railroad cars on track 816 before stepping clear of the moving cars. The conductor’s focus on successfully coupling the railroad cars on track 816 likely contributed to the accident.​<br></p>,,,,,,,,,,,,,,,
33,Collision of Two Union Pacific Railroad Freight Trains,2014-09-25T04:00:00Z,38.384527,-97.468605,Closed,,,,,,,,"​On September 25, 2014, at about 5&#58;44 a.m., eastbound Union Pacific Railroad (UP) train ILXG4X-22, collided with the side of westbound UP train KG4GSX-23 near Galva, Kansas.&#160;The westbound train was entering a siding, but it had not cleared the main track when it was struck by the eastbound train.2 Five multi-platform intermodal cars derailed from the westbound train. Two locomotive units and four multi-platform intermodal cars derailed from the eastbound train.3 The UP estimated about 200 gallons of diesel fuel leaked from the fuel tank of one of the derailed locomotives. No crewmembers on either train were seriously injured. No fire resulted from the collision.<br><br><br>","<p>We ​determined that the probable cause of this accident was the green LED signal at CP 207 masking the red signal aspect at the east end of the Galva siding at CP 208, resulting in the crew of eastbound train ILXG4X-22 passing the red stop signal and colliding with westbound train KG4GSX-23. Contributing to the accident was the Union Pacific Railroad’s failure to conduct a risk assessment of the new control point installation at CP 207.​<br><br></p>",,,,,,,,,,,,,,,
34,Railroad Accident Report: Collision of Two Union Pacific Railroad Freight Trains,2014-08-17T04:00:00Z,36.031003,-90.98828,Closed,,,,,,,,"​​On August 17, 2014, at 2&#58;28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost (MP) 228.6, while traversing the turnout at control point (CP) Y-229 on the UP Hoxie subdivision in Hoxie, Arkansas.1 Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured.<br><div><br></div><div>The following safety issues are covered in the&#160;report&#58;&#160;<br><br></div><p><ul><li>Fatigue and Employee Work Schedules&#58; Regulatory requirements to use science-based tools, such as biomathematical models, are needed to reduce start time variability that results in irregular work-rest cycles and train crew fatigue</li><li>Medical Issues&#58; Regulatory requirements for screening, evaluating, and ensuring adequate treatment standards for sleep apnea and other sleep disorders for railroad employees in safety-sensitive positions</li><li>Union Pacific Railroad Medical Rules&#58; Union Pacific Railroad needs&#58; (1) medical rules that would require railroad employees in safety-sensitive positions to report all diagnosed sleep disorders; and (2) to perform periodic evaluations to ensure the condition is appropriately treated</li><li>Automated Systems that Reset Alertness Devices&#58; An automatic horn sequencer prevented the operation of an electronic alertness device that was designed to help the southbound train crewmembers maintain vigilance in the locomotive cab by monitoring engineer activity and applying the train brakes should the device fail to detect activity for a predetermined period of time</li><li>Positive Train Control&#58; A functioning positive train control system would have prevented this accident​.<br><br></li></ul></p>","<p>​We determined&#160;that the probable cause of the accident was the failure of the southbound train crewmembers to respond to the signal indications requiring them to slow and stop their train prior to control point Y-229 because they were fatigued and had fallen asleep due to (1) the locomotive engineer’s inadequately treated obstructive sleep apnea, (2) the conductor’s irregular work schedule, and (3) the train crew operating in the early morning hours when they were predisposed to sleep. Contributing to the accident was (1) the lack of a functioning positive train control system; (2) the use of an automatic horn sequencer that, when activated, negated the operation of an electronic alertness device; (3) the Federal Railroad Administration’s failure to promulgate rules regarding sleep disorders; and (4) the absence of federal regulations requiring freight railroads to use fatigue modeling tools for train crew work schedules.​<br><br></p>","<p>​​As a result of the investigation of this accident, we&#160;made&#160;new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.<br><br></p>",,,,,,,,,,,,,,
35,Railroad Accident Brief: Locomotive Engineer Has Seizure While Operating Train,2014-08-07T04:00:00Z,36.028934,-115.224101,Closed,,,,,,,,"<div></div><div>​On August 7, 2014, about 03&#58;10 a.m. Pacific daylight time, Union Pacific Railroad (UP) 
<br></div><div>local train LUM41-06 traveled into a Ken’s Foods, Inc., warehouse, ran through the end-of-track 
</div><div>bumping post, and then collided with the inside wall while switching cars. The train consisted of 3 locomotives and 14 loaded tank cars. Three Ken’s Foods employees were in the warehouse at</div><div>the time. Estimated damages were $188,000 and there were no injuries.​<br><br></div>","<p>​​​We determined that the probable cause of the accident was the engineer’s failure to stop train LUM41-06 before it collided with the bumping post and the inside wall of the building because he was incapacitated by a seizure. Contributing to the accident was the Federal Railroad Administration’s failure to establish medical certification standards, other than hearing and vision criteria, for railroad employees in safety&#2;sensitive positions.&#160;&#160;<br><br></p>","<p>​As a result of the investigation, we issued recommendations to the Federal Railroad&#160;Administration and Union Pacific Railroad​.<br><br></p>",,,,,,,,,,,,,,
36,CSXT Petroleum Crude Oil Train Derailment and Hazardous Materials Release,2014-04-30T04:00:00Z,37.415894,-79.138918,Closed,,,,,,,,"<div>​On April 30, 2014, at 1&#58;54 p.m. eastern daylight time, 17 CSX Transportation (CSXT)
<br></div><div>tank cars on petroleum crude oil unit train K08227 derailed in Lynchburg, Virginia.&#160;Three of
</div><div>the derailed cars were partially submerged in the James River. One was breached and released
</div><div>about 29,868 gallons of crude oil into the river, some of which caught fire.&#160;<br></div><div><br></div><div>No injuries to the public or crew were reported. At the time of the accident, it was cloudy and
</div><div>raining lightly; the temperature was 53° F. The CSXT estimated the damages at $1.2 million,
</div><div>not including environmental remediation.<br><br></div><div></div>",<p>​​We determined that the probable cause of this accident was a broken rail caused by a reverse detail fracture with evidence of rolling contact fatigue.&#160;</p><p><br></p>,,,,,,,,,,,,,,,
37,Chicago Transit Authority Train Collides with Bumping Post and Escalator at O’Hare Station,2014-03-24T04:00:00Z,41.977712,-87.903057,Closed,,,,,,,,"<p>About 2&#58;49 a.m. on March 24, 2014, Chicago Transit Authority train No. 141 collided with the bumping post near the end of the center pocket track at O'Hare Station. The lead car rode over the bumping post and went up an escalator at the end of the track. The escalator provided public access to enter O'Hare International Airport from the platform in the station, but no one was using it at the time of the accident. About 50 people were on the train at the time of the accident. Thirty-three injured passengers and the injured train operator were taken to the hospital. The estimated damage was $11,196,796. The accident occurred in an underground station that was not impacted by weather conditions.<br>​</p>","<p>​​​The probable cause of the accident was the failure of the train operator to stop the train at the appropriate signal due to falling asleep as a result of fatigue, which was the result of the challenges of working shiftwork, circadian factors, and acute sleep loss resulting from her ineffective off-duty time management. In addition, Chicago Transit Authority failed to effectively manage the operator's work schedule to mitigate the risk of fatigue. Contributing to the severity of the accident was Chicago Transit Authority's failure to identify the insufficient stopping distance and inadequate speed restriction at the center pocket track at O'Hare Station.<br></p>","<p>​​As a result of this investigation, we made six safety recommendations to the Federal Transit Administration and one safety recommendation to the Chicago Transit Authority.​​<br></p>",,,,,,,,,,,,,,
38,Metro-North Railroad Employee Fatality,2014-03-10T04:00:00Z,40.7929693,-73.9483927,Closed,,,,,,,,"On March 10, 2014, at12&#58;55 a.m. eastern daylight time, a Metro-North Railroad (Metro-North) electrician was fatally struck by northbound train No.897 near milepost 3.2 at Control Point 3 (CP3) interlocking in Manhattan, New York. Three employees were attempting to re-energize tracks that had been out of service for maintenance. Two of the workers cleared the approaching train, but the third worker was struck by the train.",<p>​​​We determined that the probable cause of the accident was the miscommunication of the limits of on-track protection resulting from incomplete and inaccurate roadway worker job briefings. Contributing to the accident was use of a reference point for on-track protection (the AB Split) that was poorly understood by some of the workers on the track.</p><p><br></p>,,,,,,,,,,,,,,,
39,Metro-North Railroad Special Investigation,2014-03-10T04:00:00Z,41.112469,-73.45459,Closed,,,,,,,,"<p>​​​​​The NTSB adopted a Special Investigation Report on selected Metro-North accidents on November 19, 2014. This Special Investigation Report explores organizational factors and regulatory oversight as well as circumstances specific to the individual Metro-North accidents that will be included in the report.&#160; See below for the investigations included in this report.<br></p><h4>​</h4><h4>Bridgeport, CT, May 17, 2013
<br></h4><p><strong>Accident No</strong>&#58; <a href=""/investigations/Pages/DCA13MR003.aspx"">DCA13MR003</a>​<br>Accident Type&#58; Railroad Train Derailment</p><p>​On May 17, 2013 at 6&#58;01 p.m. eastern daylight time, eastbound Metro-North Railroad passenger train 1548 (departing Grand Central Terminal, NY toward New Haven, CT) derailed at milepost 53.25 on main track number 4 of the New Haven Line Subdivision 7 and was struck by westbound Metro-North passenger train 1581 (departing New Haven toward Grand Central Terminal). As a result of the collision, 48 passengers, 2 engineers, and a conductor were transported to local hospitals on the day of the accident. Metro-North estimated there were about 250 passengers on each train at the time of the accident.<br></p><h4><br></h4><h4>​​West Haven, CT, May 28, 2013
<br></h4><p><strong>Accident No</strong>&#58; <a href=""/investigations/Pages/DCA13FR005.aspx"">DCA13FR005</a>​&#160;<br>Accident Type&#58; Railroad Train Strike</p><p> 
</p><p>On May 28, 2013 at 11&#58;57 a.m. eastern daylight time, Metro-North Railroad passenger train 1559, traveling westbound at 70 mph, struck and fatally injured a track foreman working on the New Haven Line, Subdivision Number 7. The fatal injury occurred approximately 100 feet west of catenary bridge 1021 on main track 1. This is located within the city limits of West Haven, Connecticut, New Haven County. The train consisted of nine passenger cars.<br></p><p><br></p><h4>​​Bronx, NY, July, 18, 2013 (Bronx 1)
<br></h4><p><strong>Accident No</strong>&#58; <a href=""/investigations/Pages/DCA13FR009.aspx"">DCA13FR009</a>​&#160;<br>Accident Type&#58; Railroad Train Derailment<br></p><p>On July 18, 2013 at 08&#58;29 p.m. eastern daylight time, northbound CSXT train Q 704, derailed at milepost 9.99 on the Metro-North Railroad Hudson Line. The train consisted of 2 locomotives and 24 modified flat cars. Each flat car carried 4 containers loaded with municipal waste. The train departed CSXT Oak Point Yard and was routed onto the Metro-North Railroad at Control Point (CP) 8.0. The derailment occurred just north of CP 10 on track number 2.
</p><h4><br></h4><h4>​​Bronx, NY, December 1, 2013 (Bronx 2)
<br></h4><p><strong>Accident No</strong>&#58; <a href=""/investigations/Pages/DCA14MR002.aspx"">DCA14MR002</a>&#160;<br>Accident Type&#58; Railroad Train Derailment<br></p><p>On Sunday, December 1, 2013 at 07&#58;19 a.m. eastern standard time, southbound Metro-North Commuter Railroad passenger train #8808 derailed at milepost 11.35 on track number 2 of the Metro-North Hudson Line. The train originated in Poughkeepsie, NY with a destination of Grand Central Station in New York City. It consisted of 7 passenger cars and 1 locomotive at the rear in a push configuration. All 7 passenger cars and the locomotive derailed.
</p><p>The derailment occurred in a 6 degree 30 minute left hand curve where speed was limited to 30 mph. Event recorder data indicates that the train was traveling at 82 mph when it derailed. As a result of the derailment, 4 passengers were killed and 59 persons were transported to local hospitals for injuries. Metro North estimated there were about 115 passengers on the train at the time of the derailment.&#160;<br></p><p><br></p><h4>​​Manhattan, NY, March 10, 2014
<br></h4><p><strong>Accident No</strong>&#58; <a href=""/investigations/Pages/DCA14FR006.aspx"">DCA14FR006</a>​&#160;<br>Accident Type&#58; Railroad Train Strike<br></p><p>On March 10, 2014 at 12&#58;55 a.m., eastern daylight time, a Metro-North Railroad electrician was killed when struck by northbound train Number 897 in Manhattan, New York. At the time of the accident, the electrician was restoring power to tracks that had been out-of-service earlier for maintenance. The electrician was not within the limits issued earlier to provide protection from trains.
</p><p>The train consisted of one locomotive and 7 passenger cars. The accident occurred on the Metro-North Railroad Hudson Line near 106th Street. At the time of the accident, the train was traveling about 40 mph (the maximum authorized train speed was 45 mph) through the interlocking at C.P.-3 from the number 2 track to the number 1 track.&#160;<br></p><p><br></p><p> 
</p><p> 
</p><p> 
</p><p> 
</p>",,,,,,,,,,,,,,,,
