,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
21,Remote control collision in hump classification yard and hazardous materials release,2004-09-21T04:00:00Z,38.589911,-90.140484,Closed,,,,,,,,"<p>​​On September 21, 2004, about 3&#58;25 a.m., central daylight time, the Alton and Southern Railway Company&#160;remote control train YAS313 derailed during switching operations at the east end of the Gateway Hump Yard in East St. Louis, Illinois. The remote control operator was unable to control the speed of the train as it crested the hump.&#160;As the train entered track 066, it collided at 9.6 mph with a tank car containing vinyl acetate. During the collision and subsequent derailment, vinyl acetate began to leak from two tank cars and the cargo from both cars caught on fire.</p><p>About 140 people from the surrounding neighborhood were evacuated, and work at the hump yard was suspended. The evacuation order was lifted about 6&#58;00 a.m. No injuries were reported. The weather was clear, about 67° Fahrenheit, with light winds from the south-southeast. It was dark at the time of the accident, but the area was well lit with stadium type lighting.<br></p>","<p>We determined&#160;that the probable cause of the September 21, 2004, accident at the Alton and Southern Railway Company's Gateway Hump Yard in East St. Louis, Illinois, was the inability of the remote control operator to control the speed of the cars being switched as they cr​ested the hump because the weight of the cars exceeded the braking capability of the remote control locomotives. Contributing to the accident was the failure of the Alton and Southern Railway Company to have weight limits and adequate hump operation procedures in place for maneuvering heavy strings of cars over the hump.​<br></p>",,,,,,,,,,,,,,,
22,Collision of Union Pacific Railroad Train MHOTU-23 With BNSF Railway Company Train MEAP-TUL-126-D With Subsequent Derailment and Hazardous Materials Release,2004-06-28T04:00:00Z,29.327943,-98.673623,Closed,,,,,,,,"<p>​​About 5&#58;03 a.m., central daylight time, on Monday, June 28, 2004, a westbound Union Pacific Railroad (UP) freight train traveling on the same main line track as an eastbound BNSF Railway Company (BNSF) freight train struck the midpoint of the 123-car BNSF train as the eastbound train was leaving the main line to enter a parallel siding. The accident occurred at the west end of the rail siding at Macdona, Texas, on the UP's San Antonio Service Unit. The collision derailed the 4 locomotive units and the first 19 cars of the UP train as well as 17 cars of the BNSF train. As a result of the derailment and pileup of railcars, the 16th car of the UP train, a pressure tank car loaded with liquefied chlorine, was punctured. Chlorine escaping from the punctured car immediately vaporize into a cloud of chlorine gas that engulfed the accident area to a radius of at least 700 feet before drifting away from the site. Three persons, including the conductor of the UP train and two local residents, died as a result of chlorine gas inhalation. The UP train engineer, 23 civilians, and 6 emergency responders were treated for respiratory distress or other injuries related to the collision and derailment. Damages to rolling stock, track, and signal equipment were estimated at $5.7 million, with environmental cleanup costs estimated at $150,000.<br></p>","<p>We determined&#160;that the probable cause of the June 28, 2004, collision of Union Pacific Railroad train MHOTU-23 with BNSF Railway Company train MEAP-TUL-126-D at Macdona, Texas, was Union Pacific Railroad train crew fatigue that resulted in the failure of the engineer and conductor to appropriately respond to wayside signals governing the movement of their train. Contributing to the crewmembers’ fatigue was their failure to obtain sufficient restorative rest prior to reporting for duty because of their ineffective use of off-duty time and Union Pacific Railroad train crew scheduling practices, which inverted the crewmembers' work/rest periods. Contributing to the accident was the lack of a positive train control system in the accident location. Contributing to the severity of the accident was the puncture of a tank car and the subsequent release of poisonous liquefied chlorine gas.​​</p>","<p>We made ​​recommendations to the Federal Railroad Administration, the Union Pacific Railroad, the Brotherhood of Locomotive Engineers and Trainmen, and the United Transportation Union. In addition, we&#160;reiterated&#160;six safety recommendations previously issued to the Federal Railroad Administration.&#160;​​</p>",,,,,,,,,,,,,,
23,Collision Between Two BNSF Railway Company Freight Trains,2004-05-19T04:00:00Z,33.489712,-96.737391,Closed,,,,,,,,"<p>​​About 5&#58;46 p.m., central daylight time, on May 19, 2004, two BNSF Railway Company freight trains collided head on near Gunter, Texas. The southbound train, BNSF 6789 South, was traveling about 37 mph, and the northbound train, BNSF 6351 North, was traveling about 40 mph when the collision occurred. The trains were being operated under track warrant control rules on non-signaled single track. The collision resulted in the derailment of 5 locomotives and 28 cars. About 3,000 gallons of diesel fuel were released from the locomotives and resulted in a fire. The southbound train engineer was killed, and the southbound train conductor was airlifted to a hospital in Dallas with serious burns. The crewmembers on the northbound train were transported to a local hospital, where they were admitted. Estimated property damages exceeded $2 million.&#160;</p>","<p>We determined&#160;that the probable cause of the May 19, 2004, collision near Gunter, Texas, was the southbound train (BNSF 6789 South) crew’s failure to adhere to an after-arrival track warrant requiring them to stay at Dorchester until the northbound train (BNSF 6351 North) arrived. Contributing to the accident was the BNSF Railway Company’s use of after-arrival track warrant authority in non-signaled territory, and the Federal Railroad Administration’s failure to prohibit the use of such authority. Also contributing to the accident was the train dispatcher’s informal communications regarding planned train meeting locations.​</p>","<p>​​We made recommendations to the Federal Railroad Administration, the BNSF Railway Company, the Association of American Railroads, and the American Short Line and Regional Railroad Association.​​</p>",,,,,,,,,,,,,,
24,"Derailment of Amtrak Train No. 58, City of New Orleans",2004-04-06T04:00:00Z,32.606553,-90.337218,Closed,,,,,,,,"<p>​​About 6&#58;33 p.m. central daylight time on April 6, 2004, northbound National Railroad Passenger Corporation (Amtrak) train No. 58 (City of New Orleans) derailed on Canadian National Railway Company railroad track near Flora, Mississippi. The entire train, consisting of one locomotive, one baggage car, and eight passenger cars, derailed near milepost 196.5 while traveling about 78 mph. The train was carrying 61 passengers and 12 Amtrak employees. The derailment resulted in 1 fatality, 3 serious injuries, and 43 minor injuries. The equipment costs associated with the accident totaled about $7 million.<br></p>","<p>We determined&#160;that the probable cause of Amtrak's City of New Orleans accident on April 6, 2004, near Flora, Mississippi, was the failure of the Canadian National Railway Company to properly maintain and inspect its track, resulting in a rail shift and the subsequent derailment of the train, and the Federal Railroad Administration’s ineffective oversight to ensure the proper maintenance of the track by the railroad.&#160;​​</p>","<p>​We made safety recommendations to the Federal Railroad Administration, the Canadian National Railway Company, and Amtrak.​<br></p>",,,,,,,,,,,,,,
25,Collision of Runaway Locomotive on Long Island Rail Road,2004-03-10T05:00:00Z,40.7072927,-73.8960925,Closed,,,,,,,,"<p>​On March 10, 2004, about 2&#58;18 p.m., the crew of a Long Island Rail Road (LIRR) train, assigned to reposition equipment in various locations, left a locomotive (LIRR 160) unattended with only its air brakes applied. The locomotive was left on a descending grade in the Fresh Pond yard of the New York &amp; Atlantic Railway (NYAR)&#160;in Queens, New York. The locomotive rolled away and traveled through the yard and onto the Bushwick Branch of the NYAR, where it passed over seven passive grade crossings&#160;and struck numerous vehicles before coming to a stop. Four occupants of three struck vehicles were seriously injured. A fire occurred when the locomotive came to a stop, after its collision with the last two vehicles. The LIRR estimated equipment damages of $83,000; the NYAR estimated minimal damages.<br></p>","<p>We&#160;determined&#160;that the probable cause of the multiple highway/railroad grade crossing collisions in Queens, New York, on March 10, 2004, was the failure of the Long Island Rail Road conductor and assistant conductor/brakeman to secure the locomotive when they left it unattended on a descending grade.​<br></p>",,,,,,,,,,,,,,,
26,Collision of Two Union Pacific Railroad Trains,2004-02-21T05:00:00Z,33.653432,-105.862547,Closed,,,,,,,,"<p>​​About 7&#58;54 a.m. on Saturday, February 21, 2004, Union Pacific Railroad (UP) eastbound freight train AMLKS-18, consisting of 2 locomotives and 78 empty multi-level cars, struck a westbound UP freight train, GLPNEP-16, consisting of 4 locomotives and 93 loaded covered hopper cars.&#160;The westbound train was struck about 25 hopper cars behind its locomotives, resulting in 11 derailed cars (the 26th through the 35th). The striking train had two locomotives, and its first 11 cars derailed as a result of the collision. Both crewmembers of the striking train were killed. The crewmembers of the westbound train were unharmed. Diesel fuel released from the ruptured tanks of the striking train’s locomotives caught fire, which was extinguished by the local fire department. There was no evacuation of the area. The estimated damage was $1,964,543.<br></p>","<p>We determined​&#160;that the probable cause of the February 21, 2004, accident was the failure of the engineer of AMLKS-18 to stop as directed by wayside signal because he was asleep, which was induced by his lack of sleep prior to the accident and his marijuana use. Contributing to the cause of the accident was the failure of the AMLKS-18 conductor to oversee the safe operation of the train because he was also asleep.&#160;​​</p>",,,,,,,,,,,,,,,
27,Collision of Two Chicago Transit Authority Trains,2004-02-03T05:00:00Z,41.889057,-87.6350027,Closed,,,,,,,,"<p>​On February 3, 2004, at 5&#58;46 p.m., northbound Chicago Transit Authority (CTA) Purple Line train 509 collided with the rear car of standing Brown Line train 419. The collision occurred just north of the Merchandise Mart passenger platform (MART) during the evening rush hour in Chicago, Illinois. The trains were operating in Automatic Train Control (ATC) cab signal territory.&#160;The collision occurred on track that is elevated about 20 feet from street level on a series of open deck bridges. No cars derailed as a result of the collision, but 42 passengers sustained minor injuries. A third train (Brown Line train 422) neared the striking train but stopped short of a second rear-end collision. Weather conditions were clear and dark; the temperature was 18º Fahrenheit.<br></p>",<p>We determined&#160;that the probable cause of the accident was the failure of the operator of train 509 to comply with operating rules. Contributing to the accident was inadequate operational safety oversight by Chicago Transit Authority.​​<br></p>,,,,,,,,,,,,,,,
28,Railroad Switching Foreman Struck by Locomotives,2003-12-07T05:00:00Z,29.4342596,-98.4647767,Closed,,,,,,,,"<p>​​On December 7, 2003, about 12&#58;12 a.m., a Union Pacific Railroad (UP) switching foreman was struck and killed by two locomotives at the UP’s East Yard in San Antonio, Texas. The two locomotives were operated as a single unit under the foreman’s control. He was operating the locomotives from the ground using a remote control transmitter. The foreman usually had a helper. However, on the night the accident occurred, the helper position was not filled because of a crew dispatch problem, so the foreman worked alone.</p><p>His assignment was to switch&#160;44 railroad cars using the locomotives. When the accident occurred, the locomotives were traveling about 11 mph and were moving back over the track they had just traversed rather than over the tracks leading to the destination (train yard track 3).<br></p>","<p>We determined&#160;that the probable cause of the December 7, 2003, yard accident in San Antonio, Texas, was the foreman’s inattentiveness to the location of the locomotives and the switch position and the lack of adequate oversight by the Union Pacific Railroad of power-assisted switch installation, maintenance, and operations at its East Yard.​</p>",<p>​We made rcommendations to the Federal Railroad Administration and Union Pacific Railraod.<br></p>,,,,,,,,,,,,,,
29,Side Collision of Burlington Northern Santa Fe Railway Train and Union Pacific Railroad Train,2003-11-15T05:00:00Z,46.105350,-122.888661,Closed,,,,,,,,"<p>​​About 7&#58;40 a.m. on Saturday, November 15, 2003, Union Pacific Railroad (UP) northbound train UGLSE-14, consisting of 3 locomotives and 90 empty cars, struck southbound Burlington Northern Santa Fe Railway Company (BNSF) train UINBR001-14, consisting of 3 locomotives and 32 loaded cars. The BNSF train was struck about seven container platforms behind the locomotives, resulting in five derailed cars. The striking UP train had all 3 locomotives and 15 of its cars derail as a result of the collision. Both members of the UP crew were seriously injured. The two BNSF crewmembers did not sustain any injuries. The railroad in the area of the accident is owned by BNSF and is used jointly by BNSF and UP. The accident occurred at milepost (MP) 102.7 at the interlocking of Longview Junction South, near Kelso, Washington. About 2,800 gallons of fuel were released from the ruptured fuel tanks of the UP locomotives. A nearby train crew extinguished a minor fire. Weather conditions were overcast with light rain and a temperature of 44° Fahrenheit. Estimated damages were $2.7 million.<br></p>","<p>We determined&#160;that the probable cause of the November 15, 2003, Union Pacific Railroad collision with a Burlington Northern Santa Fe Railway Company train near Kelso, Washington, was the Union Pacific Railroad crewmembers'&#160;neglect of the information conveyed by the wayside signal system because they were asleep. The engineer's and conductor's respective health conditions in combination with irregular work schedules contributed to the accident. The lack of a positive train control system was also a contributing factor.​</p>",,,,,,,,,,,,,,,
30,Derailment of Northeast Illinois Regional Commuter Railroad Train 519,2003-10-12T04:00:00Z,41.807042,-87.618785,Closed,,,,,,,,"<p>​​About 4&#58;38 p.m. central daylight time on October 12, 2003, westbound Northeast Illinois Regional Commuter Railroad (Metra) train 519 derailed its two locomotives and five passenger cars as it traversed a crossover from track 1 to track 2 near Control Point 48th Street in Chicago, Illinois. The train derailed at a recorded speed of about 68 mph. The maximum authorized speed through the crossover was 10 mph. There were about 375 passengers and a crew of 3 onboard. As a result of the accident, 47 passengers were transported to eight local hospitals. Of these, 44 were treated and released, and 3 were admitted for observation. Damages from the accident exceeded $5 million.&#160;<br></p>",<p>​​We&#160;determined&#160;that the probable cause of the derailment of Northeast Illinois Regional Commuter Railroad (Metra) train 519 was the locomotive engineer's loss of situational awareness minutes before the derailment because of his preoccupation with certain aspects of train operations that led to his failure to observe and comply with signal indications. Contributing to the accident was the lack of a positive train control system at the accident location.​​</p>,<p>​We made recommendations to the Federal Railroad Administration and the Northeast Illinois Regional Commuter Railroad (Metra). We&#160;also reiterated&#160;a previously issued safety recommendation to the Federal Railroad Administration.</p>,,,,,,,,,,,,,,
31,Derailment of Runaway Railcars on Union Pacific Railroad,2003-06-20T04:00:00Z,34.007659,-118.132027,Closed,,,,,,,,"<p>​​In the late morning of June 20, 2003, a string of 31 freight cars that had been part of a Union Pacific Railroad (UP) freight train were cut from their locomotives at a UP siding in Montclair, California. After crewmembers released the cars’ air brakes in preparation for switching the cars in Montclair yard, the cars began rolling. The runaway cars rolled downgrade for about 28 miles and reached a calculated maximum speed of 95 mph before derailing in City of Commerce, California, at 11&#58;58 a.m.&#160;Some of the derailed cars struck nearby residences. (See figure 2.) Three residences were destroyed, and five others were damaged. Thirteen people suffered minor injuries and were transported to local hospitals. About 150 people were evacuated from the area because of broken natural gas and water lines. At the time of the derailment, the sky was overcast; there was no wind; and the temperature was 70° F. Estimated damages were $2.4 million.</p>","<p>We determined&#160;that the probable cause of the derailment of the runaway cars in City of Commerce, California, was the failure of both the inbound train crew and the switching crew to properly secure the railcars as required by Union Pacific operating rules before the airbrakes were released on the cars. Contributing to the accident was the failure of the Union Pacific Railroad to enforce the application of its operating rules for securing freight equipment before locomotives are uncoupled.​</p>",,,,,,,,,,,,,,,
32,Amtrak Train 774 Striking Maintenance-of-way Workers,2003-04-01T05:00:00Z,33.546174,-117.674332,Closed,,,,,,,,"<p>​​About 1&#58;38 p.m., Pacific standard time, on April 1, 2003, eastbound&#160;National Railroad Passenger Corporation (Amtrak) train 774 struck two maintenance-of-way workers at control point&#160;(CP) Avery near San Juan Capistrano, California. Both workers were fatally injured. According to event recorder data, train speed was 90 mph. The Amtrak 774 engineer said that he sounded the horn and placed the train into emergency braking moments before impact. The fatally injured workers were part of a five-person crew employed by Herzog Contracting Corporation (Herzog) to provide maintenance-ofway services under a contract with the Southern California Regional Rail Authority (Metrolink). The accident occurred on tracks owned by the Orange County Transportation Authority and operated by Metrolink. The weather was clear and dry, with a temperature of 66° F.<br></p>",<p>We determined&#160;that the probable cause of the accident was the inattentiveness of the assigned lookout as well as his failure to comply with applicable rules by posting advance lookouts or requesting another means of protection from train movements. Also contributing to the accident was the ineffectiveness of the Metrolink and Herzog efficiency test programs with regard to ontrack safety procedure compliance.​​</p>,,,,,,,,,,,,,,,
33,Collision of Burlington Northern Santa Fe Railway,2003-02-13T05:00:00Z,41.872013,-103.680131,Closed,,,,,,,,"<p>​On February 13, 2003, about 12&#58;25 p.m., an eastbound Burlington Northern Santa Fe Railway (BNSF) unit coal train collided with a BNSF yard train on the main track in Scottsbluff, Nebraska. The coal train consisted of 2 locomotives and 124 loaded cars; the yard train&#160;consisted of 1 locomotive and 16 freight cars. Both locomotives of the coal train and 28 cars of coal derailed; the locomotive and 3 cars of the yard train derailed. The crew of the coal train consisted of an engineer and a conductor. The engineer received minor injuries, and the conductor sustained fatal injuries. The crew of the yard train consisted of an engineer, a conductor, and a brakeman. The yard train engineer received minor injuries.<br></p>","<p>We determined&#160;that the probable cause of the February 13, 2003, collision between a Burlington Northern Santa Fe Railway coal train and yard train near the Scottsbluff, Nebraska, yard was the failure of the yard train’s conductor to properly line and lock the switches for the yard train’s intended route. Contributing to the cause of the accident was the lack of an electronic connection between the inner switch and main track signal system.​<br></p>",,,,,,,,,,,,,,,
34,Derailment of Canadian National Freight Train M33371 and Subsequent Release of Hazardous Materials,2003-02-09T05:00:00Z,38.133450,-89.229572,Closed,,,,,,,,"<p>​​About 9&#58;04 a.m. central standard time on February 9, 2003, northbound Canadian National freight train M33371, traveling about 40 mph, derailed 22 of its 108 cars in Tamaroa, Illinois. Four of the derailed cars released methanol, and the methanol from two of these four cars fueled a fire. Other derailed cars contained phosphoric acid, hydrochloric acid, formaldehyde, and vinyl chloride. Two cars containing hydrochloric acid, one car containing formaldehyde, and one car containing vinyl chloride released product but were not involved in the fire. About 850 residents were evacuated from the area within a 3-mile radius of the derailment, which included the entire village of Tamaroa. No one was injured during the derailment, although one contract employee was injured during cleanup activities. Damages to track, signals, and equipment, and clearing costs associated with the accident totaled about $1.9 million.<br></p>","<p>We determined&#160;that the probable cause of the February 9, 2003, derailment of Canadian National train M33371 in Tamaroa, Illinois, was Canadian National’s placement of bond wire welds on the head of the rail just outside the joint bars, where untempered martensite associated with the welds led to fatigue and subsequent cracking that, because of increased stresses associated with known soft ballast conditions, rapidly progressed to rail failure.​</p>","<p>We made ​​recommendations to the Federal Railroad Administration; ERICO Products, Inc.; and the American Railway Engineering and Maintenance-of-Way Association.​​</p>",,,,,,,,,,,,,,
35,Collision and Derailment of Union Pacific Freight Trains MPRSS-21 and AJAPRB-21,2002-10-21T04:00:00Z,42.046576,-87.899539,Closed,,,,,,,,"<p>​​About 10&#58;38 p.m., central daylight time, on October 21, 2002, westbound1 Union Pacific Railroad (UP) train MPRSS-21 struck eastbound UP train AJAPRB-21, which was moving through a crossover at Norma Interlocking in Des Plaines, Illinois. The lead 3 locomotives of the striking train, as well as 6 cars positioned 20 cars behind the locomotives, derailed. Three cars of train AJAPRB-21 derailed, and three others were damaged. About 5,000 gallons of diesel fuel from the derailed locomotives spilled onto the ground. The two crewmembers of the striking train sustained non-life-threatening injuries. Damages were $1.02 million.<br></p>","<p>We determined&#160;that the probable cause of the collision of train MPRSS-21 with train AJAPRB-21 was the train MPRSS-21 engineer’s falling asleep at the controls of his locomotive and the unexplained inattentiveness and inaction of the conductor in the moments before the collision. ​Contributing to the engineer’s falling asleep was likely his use of prescription&#160;
medications that may cause drowsiness, as well as his lack of sleep in the 22 hours preceding the accident.​​<br></p>",,,,,,,,,,,,,,,
36,Derailment of AirTrain,2002-09-27T04:00:00Z,40.662048,-73.816456,Closed,,,,,,,,"<p>​​At about 12&#58;25 p.m., on September 27, 2002, AirTrain-JFK light rail transit test train No. 121 derailed in a curve on the aerial guideway that runs between the Howard Beach station and the Federal Circle station near JFK International Airport in Jamaica, New York.&#160;At the time of the accident, AirTrain No. 121, with three cars and no occupants except the train operator, was participating in a power distribution system test under the authority of the transit system’s testing and commissioning supervisor (test supervisor). When the train derailed, large concrete slabs that had been placed in the lead car for added weight shifted and pinned the train operator against the operator’s console, severely injuring him. He was transported to a local hospital where he died at 3&#58;05 p.m. on September 27, 2002.&#160;</p>","<p>We determined&#160;that the probable cause of the derailment of AirTrain No. 121 was the failure of the train operator, for undetermined reasons, to keep his train below maximum authorized speed and to stop his train at the location specified in the design of the test in which he was participating and the failure of Bombardier Total Transit Systems to take the actions necessary to ensure that the test trains were operated in accordance with the test protocols. Contributing to the severity of the accident was the failure to properly secure the load that had been added to the first car of the accident train.​&#160;​​</p>",,,,,,,,,,,,,,,
37,Derailment of Norfolk Southern Train 15T,2002-09-15T04:00:00Z,35.848166,-84.172724,Closed,,,,,,,,"<p>About 11&#58;20 a.m. eastern daylight time on September 15, 2002, westbound Norfolk Southern Railway (NS) train No. 15T derailed in Farragut, Tennessee, while moving at 38 mph. The train was made up of 3 locomotives, 56 loads, and 86 empties; a total of 142 cars with a gross weight of 9,948 tons. Two locomotives and the first 25 cars derailed. A tank car containing sulfuric acid was punctured, releasing a cloud of toxic fumes that prompted local responders to evacuate about 2,600 people from a 4.4-square mile area around the site. The evacuation lasted for about 2 1/2 days. Several local residents were treated for minor respiratory difficulties. There was no fire. Damages were estimated to be $1.02 million.</p>","<p>We determined&#160;that the probable cause of the September 15, 2002, derailment of Norfolk Southern train 15T was (1) the decision by the train dispatcher and signal maintainer to allow the train to pass over the spring switch at maximum authorized speed before the switch had been adequately inspected or clamped closed and (2) the lack of company procedures requiring that train dispatchers, after receiving a report of a problem involving a main track switch, immediately stop trains or implement an appropriate speed restriction in the affected area.<br></p>",<p>​We made recommendations to the Federal Railroad Administration and Norfolk Southern Railway.<br></p>,,,,,,,,,,,,,,
38,"Derailment of Amtrak Train No. 30, the Capitol Limited, on CSX Transportation's Metropolitan Subdivision",2002-07-29T04:00:00Z,39.031912,-77.082920,Closed,,,,,,,,"<p>​​About 1&#58;55 p.m., eastern daylight time, on July 29, 2002, eastbound National Railroad Passenger Corporation (Amtrak) train No. 30, the Capitol Limited, derailed on CSX Transportation’s (CSXT’s) Metropolitan Subdivision at milepost 11.78 in Kensington, Maryland. The train had originated in Chicago and was en route to Washington, D.C. The train comprised 2 locomotives and 13 cars and was moving at 60 mph on tangent (straight) track in the area of the derailment. Eleven cars derailed. Of the 164 passengers and 13 Amtrak crewmembers on board, 14 passengers and 2 Amtrak crewmembers received serious injuries. An additional 71 passengers and 8 Amtrak crewmembers sustained minor injuries. Estimated damages exceeded $14.3 million. The weather was clear and sunny, with temperatures reaching a high of 96° F.&#160;​<br></p>","<p>We determined&#160;that the probable cause of the July 29, 2002, derailment of Amtrak train No. 30, the Capital Limited, in Kensington, Maryland, was (1) the failure of the track surfacing crew to adequately tamp the ballast and accomplish a proper run-off, leading to an unstable condition and buckled track, (2) an incorrect slow order code indicating that the work was complete when it was not, and (3) inadequate CSX Transportation oversight of track maintenance work on this section of track.​​</p>",,,,,,,,,,,,,,,
39,Collision of Amtrak Train No. 90 and MARC Train No. 437,2002-06-17T04:00:00Z,39.310688,-76.620721,Closed,,,,,,,,"<p>​​About 5&#58;42 p.m. eastern daylight time on June 17, 2002, northbound Amtrak train No. 90, The Palmetto, collided with southbound MARC train No. 437 in Baltimore, Maryland. Amtrak train No. 90 consisted of 2 locomotives and 11 cars (2 mail handlers, 4 coaches, 1 dinette car, 1 baggage car, and 3 RoadRailers). There were 141 passengers and 6 crewmembers on board. MARC train No. 437 consisted of 1 locomotive and 7 cars. There were 60 passengers and 4 crewmembers on board. The collision resulted in six minor injuries.<br></p>","<p>We determined&#160;that the probable cause of this accident was the Amtrak engineer’s loss of situational awareness in the moments before the collision because of excess focus on regulating train speed, which led to a failure to comply with signal indications. Contributing to the accident was the engineer’s lack of familiarity with and proficiency in the operation of the diesel-electric locomotives assigned for the trip and the lack of a positive train control system.​</p>",,,,,,,,,,,,,,,
40,"Head-on collision, Northeast Illinois Regional Commuter Railroad Corporation",2002-06-12T04:00:00Z,41.763161,-88.305545,Closed,,,,,,,,"<p>​​About 3&#58;21 p.m., central daylight time, on June 12, 2002, eastbound commuter ​train 1270 operating in the “push” mode collided head on with westbound commuter train 1235 operating in the “pull” mode,&#160;near milepost 36.7 near Aurora, Illinois. The collision resulted in the derailment of the cab car and four passenger cars of train 1270 and the locomotive and three passenger cars of train 1235. Two crewmembers and 3 passengers on train 1270 and 3 crewmembers and 39 passengers on train 1235 were injured.</p><p>The commuter trains were operating on the Aurora Subdivision of the Burlington Northern Santa Fe Railway (BNSF) and were owned by the Northeast Illinois Regional Commuter Railroad Corporation (Metra). Total damages estimated by the railroads exceeded $292,000.<br></p>",<p>We determined&#160;that the probable cause of the head-on collision of Northeast Illinois Regional Commuter Railroad Corporation trains 1270 and 1235 was the failure of the engineer and the conductor of train 1270 to comply with the stop signal at the Aurora Transportation Center Station.​​</p>,,,,,,,,,,,,,,,
41,Collision of Two Burlington Northern Santa Fe Freight Trains,2002-05-28T04:00:00Z,34.955444,-100.918441,Closed,,,,,,,,"<p>​​At 8&#58;57 a.m., central daylight time, on May 28, 2002, an eastbound Burlington Northern Santa Fe (BNSF) coal train collided head on with a westbound BNSF intermodal train near Clarendon, Texas. Both trains had a crew of two, and all crewmembers jumped from their trains before the impact. The conductor and engineer of the coal train were critically injured. The conductor of the intermodal train received minor injuries; the engineer of the intermodal train was fatally injured. The collision resulted in a subsequent fire that damaged or destroyed several of the locomotives and other railroad equipment. Damages exceeded $8 million.<br></p>","<p>We determined&#160;that the probable cause of the May 28, 2002, collision at Clarendon, Texas, was (1) the coal train engineer's use of a cell phone during the time he should have been attending to the requirements of the track warrant his train was operating under and (2) the unexplained failure of the conductor to ensure that the engineer complied with the track warrant restrictions. Contributing to the accident was the absence of a positive train control system that would have automatically stopped the coal train before it exceeded its authorized limits.​​</p>",<p>We made ​​recommendations to the Federal Railroad Administration and the General Code of Operating Rules Committee.​​</p>,,,,,,,,,,,,,,
42,Collision of Burlington Northern Santa Fe Freight Train With Metrolink Passenger Train,2002-04-23T04:00:00Z,33.867756,-117.829841,Closed,,,,,,,,"<p>​​On Tuesday, April 23, 2002, about 8&#58;10 a.m. Pacific daylight time, eastbound Burlington Northern Santa Fe Railway freight train PLACCLO3-22 collided head on with standing westbound Southern California Regional Rail Authority passenger train 809 on the No. 2 track at Control Point Atwood in Placentia, California. Emergency response agencies reported that 162 persons were transported to local hospitals. There were two fatalities. Damage was estimated at $4.6 million.</p>","<p>​​We&#160;determined&#160;that the probable cause of the April 23, 2002, collision of a Burlington Northern Santa Fe freight train and a Metrolink commuter train in Placentia, California, was the freight train crew's inattentiveness to the signal system and their failure to observe, recognize, and act on the approach signal at milepost 42.31. Contributing to the accident was the absence of a positive train control system that would have automatically stopped the freight train short of the stop signal and thus prevented the collision.​</p>","<p>We made ​​recommendations to the Federal Railroad Administration, the Burlington Northern Santa Fe Railway Company, and the Association of American Railroads. The Board also reiterates a previously issued safety recommendation to the Federal Railroad Administration.​​</p>",,,,,,,,,,,,,,
43,Derailment of Amtrak Auto Train on the CSXT Railroad,2002-04-18T04:00:00Z,29.430776,-81.545205,Closed,,,,,,,,"<p>​​About 5&#58;08 p.m. eastern daylight time on April 18, 2002, northbound National Railroad Passenger Corporation (Amtrak) train P052-18, the Auto Train, derailed 21 of 40 cars on CSX Transportation (CSXT) track near Crescent City, Florida. The train derailed in a left-hand curve while traveling about 56 mph. The train was carrying 413 passengers and 33 Amtrak employees. The derailment resulted in 4 fatalities, 36 serious injuries, and 106 minor injuries. The equipment and track costs associated with the accident totaled about $8.3 million.<br></p>","<p>​​We determined&#160;that the probable cause of the April 18, 2002, derailment of Amtrak Auto Train P052-18 near Crescent City, Florida, was a heat-induced track buckle that developed because of inadequate CSX Transportation track-surfacing operations, including misalignment of the curve, insufficient track restraint, and failure to reestablish an appropriate neutral rail temperature.​​</p>","<p>We made ​​recommendations to CSXT, Amtrak, the Federal Railroad Administration, and the Transportation Security Administration.​​</p>",,,,,,,,,,,,,,
44,"Chicago Transit Authority Green Line train run 2, Train/Worker Incident at Tower 18",2002-02-26T05:00:00Z,41.885730,-87.633939,Closed,,,,,,,,"<p>​​On Tuesday, February 26, 2002, at approximately 4&#58;50 a.m., Chicago Transit Authority (CTA) Green Line train run 2 struck two signal maintainers who were working near tower 18, which is on the section of the Chicago Loop that is above the intersection of Lake and Wells Streets in Chicago, Illinois. The Loop is elevated, and one maintainer fell from the structure, landing on a parked car and then the street. Seriously injured, he and the other maintainer were taken to a local hospital by ambulance. At the hospital, he was admitted for further treatment; the other maintainer was treated and released. At the time of the accident, it was dark, the skies were cloudy, snow was falling lightly, and the temperature was 36°F.<br></p>",<p>We determined&#160;that the probable cause of the accident was the failure of the signal maintainers to watch for approaching trains and their failure to obey the Chicago Transit Authority's requirement that they increase their visibility by displaying a flashing yellow warning light. Contributing to the maintainers’ reduced awareness of oncoming trains was the absence of clear requirements regarding the designation of safety lookouts and the use of interlocking signals to protect work areas.​​<br></p>,,,,,,,,,,,,,,,
