,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
25,Head-On Collision of Connecticut Dept. of Transportation Commuter Train and Amtrak Equipment Train,1994-04-15T04:00:00Z,41.290968,-72.405896,Closed,,,,,,,,"<p>​​Connecticut Department of Transportation (CDT) train No. 3639, moving westward at 10 MPH on the No. 1 main track when it should have been stopped, collided head on with Amtrak equipment train No. 3506 that was stopped. 3639 was carrying 10 passengers, and 3506 was an equipment train managed by an operating crew of three. Both trains consisted of a locomotive and three coaches. 3639 had passed a red stop signal and ran through a switch lined for eastbound train movement. The engineer of 3506 saw 3639 approaching on his track. He placed the brakes in emergency and jumped from the locomotive. None of the equipment derailed. There were 17 minor injuries to passengers and crew members. The automatic train control system in 3639 had not been cut in by the engineer when he had started on the run. The engineer of 3639 stated he was talking with an off duty student engineer who was in the operating compartment when they went past the red signal.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​​<br>","<p>​​The probable cause of this accident was the failure of the engineer of No. 3639 to have the automatic train control cut in, his failure to control the speed of his train, and his failure to observe a stop signal.​<br></p>",,,,,,,,,,,,,,,
26,"Employee Fatality, Southern Pacific",1994-04-12T04:00:00Z,29.791879,-95.301623,Closed,,,,,,,,"<p>​​A Southern Pacific (SP) yard conductor was fatally injured when he was run over by a freight car on No. 3 track in the west shed building in the repair track area. Investigation indicated that the conductor mounted the third car of a 10 car cut as it was being pulled out of the building. Next to the track in the shed was a protective wire mesh cage that guarded a machine. The conductor either struck the cage or he fell off trying to avoid it. There was a clearance of 10 inches between the cage and the side of the car. The conductor had worked in the area on numerous occasions​, and should have been aware of the close clearance. The conductor's wife and another crewmember both stated that the conductor suffered from severe headaches for which he took aspirin. He had never sought medical attention for the headaches. The switchman stated that the conductor had complained of a headache about 0330 CDT during their meal.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, 
   <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>
<br>
<br>",<p>​​The probable cause of the accident was that the conductor was run over by a freight car after he had been knocked or fell off the side of a moving car where there was limited clearance.​<br></p>,,,,,,,,,,,,,,,
27,Derailment of Kansas City Southern Railway Freight Train,1994-04-03T05:00:00Z,31.181622,-93.286747,Closed,,,,,,,,"<p>​​Kansas City Southern (KCS)freight train Extra 684 South had 22 cars derail while moving 34 MPH on 40 MPH track. The train ​had been made up with 36 loaded cars on the rear, 33 empty cars in the middle of the train, and 55 trailer cars on the head end that were loaded with light military vehicles and containers. The terrain at the accident site was undulating and curving. The engineer had used throttle modulation and dynamic breaking to control the speed of the train. Moving through a curve on a descending grade, the engineer made an application of the dynamic brakes and the derailment occurred when the slack ran in on the cars of the train. Investigation revealed the KCS did not have adequate rules governing train mass makeup. Another operating rule warned engineers of the dangers of using dynamic braking by itself in curves.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>","<p>​​The probable cause of the accident was a heavy slack run in that resulted from poor train makeup with heavily loaded cars on the rear of the train, combined with poor train handling in using dynamic braking when train air brakes should have been used.​<br>​<br><br></p>",,,,,,,,,,,,,,,
28,Rear-End Collision of Consolidated Rail Freight Trains,1994-03-28T05:00:00Z,41.025578,-82.525310,Closed,,,,,,,,"<p>​​​Consolidated Rail (CR) freight train Extra 6207, moving at 40 MPH when it should have been stopped, struck the rear of CR coal train Extra 6190 East that was stopped for a red interlocking home signal. The interlocking area was occupied by a CSX freight train that had stopped due to an emergency brake application. The engineer of 6190 had dismounted the lead locomotive and was assisting the CSX engineer to determine the cause of the emergency application. The engineer of 6207 stated that the approach signal was yellow as their train approached it and changed to green before the locomotive reached the signal, but signal tests after the accident indicated he would have had a yellow signal followed by a red stop signal. The train was traveling at 40 MPH when he saw the read of the stopped train and placed the train in emergency. The impact speed was recorded at 28 MPH. The conductor was seriously injured, and the engineer sustained minor injuries.</p>

<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​The probable cause of this accident was the failure of the crew of Extra 6207 East to observe and comply with signal indications.​<br></p>,,,,,,,,,,,,,,,
29,"Rear-End Collision of Southern Pacific and Atchison, Topeka and Santa Fe Railway Freight Trains",1994-03-07T05:00:00Z,35.297616,-118.669804,Closed,,,,,,,,"<p>​​Southern Pacific (SP) freight train Extra 6796 West, moving 20 MPH when it should have been stopped, struck the rear of Atchison, Topeka and Santa Fe (ATSF) freight train extra 9503 West that was moving 8 MPH on a 25 MPH track. Both trains were operating on SP track. Train 9503 had been stopped at a stop signal and was starting to proceed when it was struck by 6796. 6796 had passed a signal just prior to the collision that displayed a red stop signal. The crew of 6796 stated that were occupied with observing the cargo on a train on the adjacent track when they went past the stop signal. They stated that they thought the signal displayed a yellow aspect, but signal tests after the accident indicated the signal aspect was red.</p>

<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​The probable cause of this accident was the failure of the crew of Extra 6796 West to comply with signal indications due to their inattention.​<br></p>,,,,,,,,,,,,,,,
30,Derailment of Canadian Pacific Railway Freight Train,1994-02-27T05:00:00Z,48.282826,-101.434871,Closed,,,,,,,,"<p>​​Canadian Pacific Railway (CP) freight train Extra Soo 6049 East derailed the 9th through 34th head cars near mile (MP) post 477.1 while traveling at 40 MPH in a 40 MPH non-signalled territory. The 19th head car, Prox 99082, was a tank car loaded with butane (LPG). It sustained large punctures and the butane escaped and ignited, burning down a mobile home and two out-buildings that were near the tracks. Two residents of the mobile home were injured by the fire, one seriously. An evacuation was ordered for about 1,500 local residents. Pieces of broken joint bars were discovered in the wreckage near the point of derailment. There were pre-existing cracks in the bars. Carrier records indicated that there had been 45 broken rails discovered and replaced during the preceeding 90 day period between MP 470 and MP 514. The rail in the accident area was 100 lb. Continuous Welded Rail (CWR) produced in 1948 and installed in 1973.</p>
<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>","<p>​​The probable cause of this accident was that a joint bar or bars broke under the dynamic forces of the moving train, and the failure of the railway to properly maintain the track structure.​​<br></p>",,,,,,,,,,,,,,,
31,Derailment of Southern Pacific Freight Train,1994-02-27T05:00:00Z,,,Closed,,,,,,,,"<p>​​Southern Pacific (SP) freight train Extra 9318 West had 19 cars derail while moving 29 MPH on a 40 MPH track. Investigation revealed that the first car to derail had a defective air brake control valve that was allowing brake pipe pressure to leak into the brake cylinder, resulting in sticking brakes. The brake shoes and wheel then overheated and metal began to build up on the wheel tread. these metal scraps started flaking and building up at the wheel tread next to the rail until buildup derailed the wheel.</p>

<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>","<p>​​The probable cause of this accident was the internal failure of an air brake control valve which resulted in the overheating of the wheel and brakeshoes, causing a build up of metal on the wheel tread.<br></p>",,,,,,,,,,,,,,,
32,Head-on Collision Between Two Illinois Central Freight Trains,1994-02-26T05:00:00Z,32.526909,-90.30764,Closed,,,,,,,,"<p>​​Illinois Central Railroad (IC) freight train Extra 6131 North, moving 34 MPH when it should have been stopped, collided head on with IC freight train Extra 6152 South, moving 25 MPH on a 49 MPH track. All four crewmembers from both trains jumped from the locomotives just before impact. The engineer of 6131 died from injuries received when he jumped from the moving train. 6131 was moving toward Cynthia when the dispatcher gave the crew a track permit that allowed them to proceed to Cynthia and wait for the arrival of 6152, then proceed past Cynthia. When 6131 arrived at Cynthia, the train proceeded past the station because the crew believed that 6152 had already terminated at Jackson Yard before the dispatcher gave them the track permit to Cynthia. The crew of 6131 did not question the dispatcher's instructions. Toxicological​ testing of the crews revealed the presence of marijuana in the urine of the conductor of 6152 at a level of 23 ng/ml.</p>
<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​The probable cause of this accident was the failure of the crew of Extra 6131 North to comply with the track permit which instructed them to stop at Cynthia until Extra 6152 South had arrived.<br></p>,,,,,,,,,,,,,,,
33,Derailment of Burlington Northern Railroad Company Freight Train,1994-02-24T05:00:00Z,41.027897,-93.463272,Closed,,,,,,,,"<p>​​Burlington Northern (BN) unit coal train Extra 2160 East had 52 loaded coal cars derail while moving 49 MPH on a 50 MPH track. The train was proceeding through a 1 degree 56 minute left hand curve and up a 0.4 percent ascending grade at the point of derailment. The engineer was maintaining speed with throttle modulation, and nine seconds after he reduced the throttle, the 10th through 61st cars derailed. Broken rail sections and broken wheel fragments were recovered in the wreckage and sent to a laboratory for analysis. One of the broken rail sections exhibited a vertical split head internal defect. Metallurgical analysis of this rail indicated that the internal defect developed from high levels of nonmetallic inclusions found in the rail head, and was not detected during track inspections. The BN had scheduled to replace the worn rail in the curve on June 20, 1994.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p><br><br>",<p>​​The probable cause of this accident was that the rail broke at an undetected internal defect under the dynamic forces of the moving train.​<br></p>,,,,,,,,,,,,,,,
34,Derailment of Southern Pacific Freight Train,1994-02-24T05:00:00Z,29.818675,-101.54279,Closed,,,,,,,,"<p>Southern Pacific (SP) freight train Extra 7244 West had five cars derail while moving 46 MPH on a 45 MPH track. The derailment occurred on a 1.06 percent descending grade in a 4 degree 45 minute curve. The five cars that derailed were on the rear of the train, and were articulated container cars consisting of 25 articulated units. Investigation revealed that a truck center plate on the first car to derail did not have lubrication. The truck was binding in the curve and tipped a rail outward, then the wheels dropped between the rails, starting the general derailment.</p>
<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​The probable cause of this accident was a dry center plate on a car which resulted in the wheels binding in a curve and tipping the rail over.​<br></p>,,,,,,,,,,,,,,,
35,Head-on Collision Between Two Kansas City Southern Freight Trains,1994-02-10T05:00:00Z,36.669462,-94.444471,Closed,,,,,,,,"<p>​​Kansas City Southern Railway Company (KCS) freight train Extra 705 South collided head-on with KCS freight train Extra 741 North on the single main track in a 4 degree 4 minute curve. Both train crews had been issued joint track and time authority to operate in the area at the same time, and both were aware that the other had the same orders. The dispatcher did not issue any meet instructions, nor was he required to do so, although he told the crew of 705 that he expected they would arrive at Anderson before 741. The crew of 741 did not hear that conversation, and the dispatcher did not talk to them about the two trains meeting. The two train crews did not attempt to contact each other, and they were not required to do so. KCS track and time operating rules require that trains move at restricted speed in this situation, preparing to stop in 1/2 the range of vision, not exceeding 20 MPH. Train 705 was moving at 26 MPH and 741 at 19 MPH just prior to impact in the curve.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, 
   <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​​<br>","​​<p>​​​The probable cause of this accident was the inadequate operating procedures that permitted an overlap in train movement authority on the same track without any provisions for the train separation, and the failure of both t​rain crews to comply with restricted speed rules and slow their trains to a speed that would allow them to stop within 1/2 the range of vision.</p>",,,,,,,,,,,,,,,
36,"Employee Fatality, Atchison, Topeka and Santa Fe Railway",1994-02-09T05:00:00Z,39.372279,-104.86566,Closed,,,,,,,,"<p>​​A Santa Fe maintenance of way welder was fatally injured when work train WKS06109 collided with his hi rail vehicle. The hi rail vehicle was standing on track unattended while the welder and his partner, a bridge inspector, were removing material from the rear storage bed. The work train from south to north consisted of a Jordan spreader, a locomotive, 2 gondolas, and a caboose. The brakeman was in the fireman's seat on the locomotive and the conductor was a quarter mile away in his personal vehicle. The engineer was unable to see the track ahead as the train proceeded north at about 3 MPH. The maintenance of way workers were removing sign posts in advance of the Jordan spreader. There was no employee on the leading car or in advance of the movement to provide protection, as is required  by ATSF operating rules. Also, the maintenance of way workers did not post a lookout to provide protection from train movements, as is required by the rules.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>","<p>​​The probable cause of this acccident was the failure of the train crew to provide protection in the direction of movement, and the failure of the maintenance way employees to post a lookout.​<br></p>",,,,,,,,,,,,,,,
37,Derailment of Union Pacific Train Car Carrying Hazardous Materials,1994-01-30T05:00:00Z,37.573685,-121.97191,Closed,,,,,,,,"<p>​​​Union Pacific (UP) freight train Extra 6190 West had one car derail while moving 28 mph on a 30 mph track through a 6 degree curve. The derailed car was a 5 unit double stack container car. The car struck a bridge. A container loaded with drums of various hazardous materials went into Alameda Creek where it broke open and caught fire, contaminating about 2.5 million gallons of water. Six more containers went through a fence and came to rest blocking the  Bay Area Rapid Transit line. Investigation revealed the car's center plate was not properly lubricated and there was insufficient side bearing clearance on one side of the trucks. There were rotted crossties and loose spikes in the track bed at the derailment site. The inside rail in the curve had been forced outward and the car wheels fell between the rails, starting the derailment.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",<p>​​​The probable cause of this accident was that the rail in a curve turned over due to forces created by a combination of poorly maintained track and a skewed truck that resulted from a center plate with no lubrication.​<br></p>,,,,,,,,,,,,,,,
38,"Employee Fatality, Consolidated Rail Corporation",1994-01-22T05:00:00Z,40.281953,-76.886835,Closed,,,,,,,,"<p>​​A Consolidated Rail (CR) signal maintainer and a maintenance of way welder foreman were cleaning snow from switches at an interlocking when they were struck by an eastbound Amtrak mail train moving 28 mph on a 30 mph track. The maintainer was fatally injured and the welder was seriously injured. A conductor on a CR freight train, moving westwards on the adjacent main track, shouted to the two employees that the mail train was approaching just prior to the accident. The two employees acknowledged his warning. Investigation revealed that the two men did not move off the track, and they did not observe the approaching mail train. Safety rules require employees working on active tracks to be alert to approaching trains at all times. There was 15 inches of snow on the ground and the temperature was 15 degrees.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03,
&#160;&#160;&#160;<a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​​<br>","<p>​​The probable cause of this accident was the failure of the two employees to heed a warning that a train was approaching and their failure to be alert to approaching trains, due to their in​attentiveness​.<br></p>",,,,,,,,,,,,,,,
39,Derailment of CSX Transportation Coal Train,1994-01-18T05:00:00Z,38.459175,-80.524849,Closed,,,,,,,,<p>CSX coal train Extra 8700 East had 61 cars derail when it ran out of control at 45 mph down a 3.8 mile descending grade that was up to 2.33 percent in one area. The temperature was 15 degrees below zero. The dynamic brakes would not function properly due to snow build up on the rails. Testing of the remaining cars that were not destroyed after the accident revealed that several of the cars had brakes that were not adequately maintained and could not function properly in the extreme cold weather conditions. These cars&#160;are privately owned by a power company and are operated only on CSX.​​</p>,"<p>​​The probable cause of this accident was the loss of the locomotive dynamic brakes due to snow accumulation on the rails, the failure of the individual car brakes that did not function properly in the extreme cold weather, and the lack of maintenance on the privately owned cars.</p>
<p>Note&#58; This investigation was published as a summary in RAB-96-03, 
   <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>​.</p>",,,,,,,,,,,,,,,
40,Derailment of Ringling Bros. and Barnum & Bailey Circus Blue Train,1994-01-13T05:00:00Z,,,Closed,,,,,,,,"On January 13, 1994, a northbound Ringling Bros. and Barnum &amp; Bailey Circus train derailed about 9.08 a.m., eastern standard time, while passing through Lakeland, Florida, on CSX Transportation railroad en route to Orlando, Florida A witness observed the train go by and saw two pieces of a wheel fly off a passenger car and land in nearby woods. The train continued 2.7 miles, across five grade crossings, with the broken wheel. When it reached the Park Spur turnout, 15 other passenger cars and 3 freight cars derailed. Of the 16 derailed passenger cars, 5 turned on their sides, the rest remained upright. Two circus employees were killed, and 15 received minor injuries.",,,,,,,,,,,,,,,,
41,Head-On Collision and Derailment of Burlington Northern Freight Train with Union Pacific Freight Train,1993-11-11T05:00:00Z,,,Closed,,,,,,,,"On November 11, 1993, about 12&#58;24 a.m. Pacific standard time, a Burlington Northern (BN) freight train collided head on with a Union Pacific (UP) freight train at BN milepost 102.8 south of the Longview Junction South interlocking near Kelso, Washington. As a result of the accident all five crewmembers from both trains were killed.",,,,,,,,,,,,,,,,
42,Derailment of Amtrak Train NO. 2 on the CSXT Big Bayou Canot Bridge,1993-09-22T04:00:00Z,,,Closed,,,,,,,,"?On September 22, 1993, about 2&#58;45 a.m., barges that were being pushed by the towboat MAUVILLA in dense fog struck and displaced the Big Bayou Canot railroad bridge near Mobile, Alabama. About 2&#58;53 a.m., National Railroad Passenger Corporation (Amtrak) train 2, the Sunset Limited, en route from Los Angeles, California to Miami, Florida, with 220 persons on board, struck the displaced bridge and derailed. The three locomotive units, the baggage and dormitory cars, and two of the six passenger cars fell into the water. The fuel tanks on the locomotive units ruptured, and the locomotive units and the baggage and dormitory cars caught fire. Forty-two passengers and 5 crewmembers were killed; 103 passengers were injured. The towboat's four crewmembers were not injured.",,,,,,,,,,,,,,,,
43,Collision between Northern Indiana Commuter Transportation District Eastbound Train 7 and Westbound Train 12,1993-01-18T05:00:00Z,,,Closed,,,,,,,,"At 9.34 a.m. on January 18, 1993, Northern Indiana Commuter Transportation District (NICTD) eastbound commuter train 7, traveling from Chicago, Illinois, to South Bend, Indiana, and NICTD westbound commuter train 12, traveling from South Bend to Chicago, collided at milepost (MP) 61 1 in Gary, Indiana Train 7 and train 12 consisted of two and three passenger cars, respectively Train 7 passed a stop signal at MP 61.2, and its lead car blocked westbound traffic where the tracks intersect. After train 12 crossed the Gary Gauntlet Bridge, it then struck train 7. As a result of the collision, 7 passengers died and 95 people sustained injuries. The estimated damage for both trains was $854,000.",,,,,,,,,,,,,,,,
44,"Collision, Derailment, and Hazardous Material Release, Norfolk Southern Trains 227 and 629",1991-09-17T04:00:00Z,,,Closed,,,,,,,,"About 8 a.m. on September 17, 1991, Norfolk Southern (NS) train 277, en route west from Fort Wayne, Indiana, to Chicago, Illinois, struck eastbound train 629 head-on at milepost (MP) 455 1 near Knox, Indiana. The accident occurred on the main track west of the Knox siding. One locomotive and four cars of train 277 and three locomotives and five cars of train 629 derailed. The engineer of train 277 was killed, and the conductor sustained serious injuries. The student engineer of train 277 and all three crewmembers on train 629 sustained minor injuries.",,,,,,,,,,,,,,,,
45,Head-On Collision between Burlington Northern Railroad Freight Trains 602 and 603,1991-08-30T04:00:00Z,,,Closed,,,,,,,,"On August 30, 1991, the eastbound Burlington Northern Railroad (BN) freight train 602 departed Shelby, Montana, heading south. Westbound BN freight train 603 departed Great Falls, Montana, proceeding north. Both trains were routed over BN unsignaled single track line between Shelby and Great Falls. A branch line dispatcher in Seattle, Washington, controlled the trains' movements by issuing track warrants through a computerized track warrant control system.
At 5&#58;50 p.m. mountain daylight time at milepost 85.55 north of Ledger, Montana, the two trains collided head on at a closing speed of 87 mph. After impact, fire ensued from spilled locomotive diesel fuel, burning locomotive units, two freight cars, and grass. Nine locomotive units and 22 cars were destroyed; 9 cars were damaged. Track damage, equipment replacement, and clean-up costs were estimated at $19 million. Three crewmen were killed, and four were severely injured.",,,,,,,,,,,,,,,,
46,New York City Transit Authority Derailment at Union Square Station,1991-08-28T04:00:00Z,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,
47,Derailment and Subsequent Collision of Amtrak Train 82 with rail cars on Dupont Siding of CSX Transportation Inc.,1991-07-31T04:00:00Z,,,Closed,,,,,,,,"On July 31, 1991, National Railroad Passenger Corporation (Amtrak) train 82, Silver Star, was en route from Tampa, Florida, to New York, New York. The train consisted of 2 diesel-electric locomotives, 3 baggage cars, and 15 passenger cars.
At 5.01 a.m., its last six passenger cars derailed at milepost S329 6 on CSX Transportation Inc track in Lugoff, South Carolina. The accident occurred near the E I DuPont May plant on a single main track that has a parallel auxiliary track, which is known as the DuPont siding. The derailment occurred at the Orion crossover switch that connects the main track and the auxiliary track. The derailed passenger cars collided with the first of nine hopper cars that were stored at the siding.
Six operating crewmembers, 16 on-board service crewmembers, and 407 passengers were on the train Twelve on-board service crewmembers and 53 passengers sustained minor injuries, 12 passengers sustained serious injuries, and 8 passengers sustained fatal injuries.",,,,,,,,,,,,,,,,
48,Rear-end Collision Involving Two Greater Cleveland Regional Transit Authority Trains Near the West 98th Street Station,1991-07-02T04:00:00Z,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,
49,"Collision and Derailment, Amtrack Extra 390 and Conrail Train UMP-228",1991-04-12T04:00:00Z,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,
50,"Employee Fatality, Terminal Railroad Association of St. Louis",1991-01-10T05:00:00Z,38.599722,-90.170222,Closed,,,,,,,,"<p>​A TRRA switchman working on a local freight train designated as the 3&#58;30 pm industry assignment was fatally injured when he fell in front of a moving freight car in an industrial plant. The switchman was using a railroad lantern to control the switching of freight cars. When the engineer observed the lantern fall, he stopped the train. The switchman was lying within the gage of the track. The lead car's wheel had traveled partially across his chest. The yard area was level and clean, with an ice covering. The switchman was wearing “ice creepers&quot; on his shoes. There were no outstanding marks on the ice that indicated he had slipped on the ice. An autopsy revealed angina related to cardiovascular disease. Toxicological test results on all crew members were negative.​</p><p>Note&#58; This investigation was published as a summary in RAB-93-02, <a href=""/investigations/AccidentReports/Reports/RAB9302.pdf"">Railroad Accident Briefs - Brief Format of 1991 Accidents</a>.</p>​<br>","<p>​​The probable cause of this accident was the physical impairment of the switchman from angina related to cardiovascular disease, as a result of which he collapsed onto the track prior to the coupling of the cars.​<br></p>",,,,,,,,,,,,,,,
51,"Employee Fatality, Illinois Central Gulf Railroad",1991-01-06T05:00:00Z,32.323889,-90.188083,Closed,,,,,,,,"<p>​An Illinois Central Gulf Railroad​ (IC) switchman died while switching cars in a yard. The yard is operated as a hump yard, with the hump located at the north end of the yard. Since there were no retarders in the yard, two fieldmen were assigned to control the speed of the cars with hand brakes as the cars rolled southward through the classification tracks at about 3 to 5 mph. At the time of the accident it was one fieldman's intent to board 2 cars as they rolled by on track number 4 and stop them near the south end of the track. Close radio communication was maintained at all times between the yardmaster tower and the fieldmen to keep the fieldmen informed of car movements. After the fieldman failed to respond to radio communication, a search was made and his body was found lying between tracks 3 and 4 with both legs severed. There were no witnesses to the accident. An autopsy indicated that the casualty died from a heart attack before being run over. He was known to have a heart condition dating back to 1985.​</p><p>Note&#58; This investigation was published as a summary in RAB-93-02, 
   <a href=""/investigations/AccidentReports/Reports/RAB9302.pdf"" target=""_blank"">Railroad Accident Briefs - Brief Format of 1991 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was the fieldman (switchman) had a fatal heart attack while switching cars in the classification yard.<br></p>,,,,,,,,,,,,,,,
52,Derailment of CSX Transportation Freight Train,1991-01-03T05:00:00Z,39.411268,-87.382045,Closed,,,,,,,,"<p>​​CSX freight train extra 7592 north had the 44th car derail at a rail joint of the railroad crossing in the Soo Line's Spring Hill interlocking. The joint had compromise joint bars, connecting rails of different sizes. The derailed car struck a switch and initiated an emergency application of the brakes which resulted in a secondary derailment of the 74th through 105th cars. Examination revealed that the ballast under the joint was fouled with mud and had been “pumping&quot; to the extent that a joint bar was cracked. The rail joint was 1-3/8 inches lower than the uniform track profile. The train was traveling 56 mph through a 50 mph maximum permissible speed area. Maintenance of the joint was the responsibility of the Soo Line, although CSX personnel regularly traveled over it during their routine inspections, and had repaired the joint when the original had broken in October of 1990. Train makeup had empty cars on the head end and loads at the rear.</p><p>Note&#58; This investigation was published as a summary in RAB-93-02, <a href=""/investigations/AccidentReports/Reports/RAB9302.pdf"">Railroad Accident Briefs - Brief Format of 1991 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was the failure of Soo Line and CSX to properly maintain the rail joint on the northeast corner of the crossing diamond. Contributing to the accident was excessive train speed and the improper placement of loaded cars at the rear of the train.</p>,,,,,,,,,,,,,,,
53,Derailment and Collision of Amtrak Passenger Train 66 with MBTA Commuter Train 906 at Back Bay Station,1990-12-12T05:00:00Z,,,Closed,,,,,,,,"At 8&#58;23 a.m. on December 12, 1990, National Railroad Passenger Corporation (Amtrak) passenger train 66, consisting of a two-unit locomotive, two material handling cars, five passenger cars, one dining car, and two baggage cars, derailed and struck Massachusetts Bay Transit Authority (MBTA) commuter train 906, consisting of one locomotive, six passenger cars, and one control car, as both trains entered Back Bay station in Boston, Massachusetts.
Operated by an apprentice engineer, Amtrak train 66 was traveling 76 mph, within a 30-mph speed restriction, on a 930' curve when it derailed and struck MBTA train 906 on the adjacent track. A fire ignited after the collision. On Amtrak train 66, 7 crewmembers and 43 passengers sustained injuries, on MBTA train 906, 5 crewmembers and 391 passengers were injured, and 7 firefighters sustained injuries Estimated damage exceeded $12.5 million.",,,,,,,,,,,,,,,,
54,"Atchison, Topeka and Santa Fe Railway Company (ATSF) Freight Trains ATSF 818 and ATSF 891 on the ATSF Railway",1990-11-07T05:00:00Z,,,Closed,,,,,,,,"On Wednesday, November 7, 1990, about 4&#58;11 a.m. Pacific standard time, two Atchison, Topeka and Santa Fe Railway Company (ATSF) freight trains collided head on at milepost (MP) 25.6 in Corona, California. The westbound ATSF freight train 818, which was traveling from Barstow, California, to Hobart yard, City of Commerce, California, was on the Corona siding. It passed the stop signal, and the lead locomotive reentered the main track area, blocking all movement on the main track. The eastbound ATSF freight train 891, which was traveling from Hobart yard to Chicago, Illinois, was on the main track and collided with train 818. Each train had three-person crews.
As a result of the collision, the entire crew of ATSF 818 was killed and four locomotives and three rail cars were derailed. The engineer and conductor of train 891 sustained serious injuries and the brakeman was killed, all three locomotives and five rail cars were derailed. The total damage was estimated to be $4,400,000.",,,,,,,,,,,,,,,,
55,Collision and Derailment of Norfolk Southern Train 188 with Norfolk Southern Train G-38,1990-08-09T04:00:00Z,,,Closed,,,,,,,,"About 3&#58;13 a.m. eastern daylight time, on August 9, 1990, northbound Norfolk Southern (NS) freight train 188 collided with southbound NS local freight train G-38 at control point DAVIS near Sugar Valley, Georgia. The conductor on train 188 and the conductor and engineer on train G-38 were fatally injured. The trainmen on both trains and the engineer on train 188 received minor injuries. Damage was estimated at $1,268,680.",,,,,,,,,,,,,,,,
